"#symbol","logFC","logCPM","LR","PValue","adj.p"
"PHF1",1.0905409046831,3.70110888156801,6.37521473197829,0.0115725038971168,0.128857282052314
"CUTA",-0.186069411259195,5.82893185578524,0.33111799933719,0.565001509976386,1
"PACRG",1.14117976418022,1.60337444094686,2.21566956576847,0.136615778993685,0.60268945898334
"QKI",0.303663856712838,7.2850939249197,0.994328936301694,0.318686641330313,0.993059237823399
"C6orf118",-0.0473035484891743,1.10152960921589,0.0326248999738367,0.856662997634648,1
"PDE10A",0.566036680146467,1.46256322076099,0.398529697666168,0.527849560657562,1
"MDFI",-5.96856258460133,3.21245267402152,17.1873331488954,3.38687159488388e-05,0.0025641187949693
"TFEB",0.769990965813999,3.86393724242875,2.79459113458316,0.0945828896419161,0.483360235055972
"SMOC2",0.0872967725972295,1.10695471236723,0.0203562619568992,0.886546567493194,1
"CCND3",-0.595639253318237,6.94996914708808,2.80350561812489,0.0940584492021431,0.481853789486172
"BYSL",-1.76631688693353,3.38277721159369,14.2446468346416,0.000160516726982583,0.00738015115246563
"TBP",0.0219026873019647,4.27023592176745,0.00505714792845913,0.943307322945222,1
"GUCA1B",0.529543022271941,1.53086162138939,0.420577480290702,0.516649033414625,1
"PRPH2",0.377567017875519,1.13882690016749,0.124315166286642,0.724400664792403,1
"BICRAL",-0.652944609977113,5.12692328653162,4.64684727546687,0.0311106362611181,0.239790441658645
"PPP2R5D",-0.556168567053336,5.28341656646084,2.89288005216037,0.0889717467349229,0.465572532891288
"MRPL2",-0.679843703419629,3.74232718317819,3.1703015268761,0.0749886008956047,0.418154575350577
"PTK7",-0.772313552005022,6.02205974077616,4.17003863496556,0.0411448614130395,0.285649276044706
"SRF",-0.379009366309632,5.54685706709418,1.87607234081157,0.17078122410787,0.689886896002598
"CUL9",-0.359486240117638,6.07124945527795,1.4007430654101,0.236599196904891,0.836500617585387
"DNPH1",-0.134872738588609,3.60862229702148,0.0796280390266109,0.777802114812958,1
"DUSP22",-0.395977084251136,5.61407586077702,0.976796181057567,0.322991059492723,1
"EXOC2",-0.339263176040192,5.41769412735643,1.27914528818061,0.258058014982907,0.880288921738086
"COX7A2",-0.380909444821232,5.83161108851786,1.70125343525419,0.192124136675264,0.7395032678937
"TMEM30A",-0.467025818271202,6.75427701606045,2.68354865207764,0.101389564766852,0.502820986498214
"GMDS",-0.626923965753012,4.3503533016453,2.466576273876,0.116290987963115,0.547921594698375
"SENP6",0.00748189330276529,7.37249915685457,0.000624834662033891,0.980057601371928,1
"IMPG1",0,1.09982271930342,0,1,1
"VEGFA",0.758176791608216,5.44377921886804,0.753503043209214,0.385369407883363,1
"PRPF4B",0.0207346073281403,7.81042899110056,0.00302087275959551,0.956168365704476,1
"TTK",-2.45999664410076,2.88790976008246,13.8614222021888,0.000196796915149675,0.00851217364686282
"SLC29A1",-2.26092911391475,4.45667138720458,20.913535705645,4.8048736537038e-06,0.000625223485053779
"CCN6",0.976887495300495,1.44356625027941,1.21049076460789,0.27123494899729,0.907205509275818
"BTN2A1",-0.214538649256306,5.02222974193769,0.567934681397813,0.451080788091062,1
"LAMA4",1.08022321474079,1.7792794426129,2.62935781279436,0.104904135603831,0.514505117186095
"TENT5A",-1.96819831609899,7.48579707026382,13.2707531636063,0.000269578879811848,0.0106300067718125
"CLIC5",1.51964383885696,1.74672517720592,3.67296178123295,0.0553018305199768,0.343803021847224
"FBRSL1",-0.746658430432232,5.64066626644106,5.30295306108406,0.0212893014125129,0.190016131078956
"ENPP5",-0.464315910945513,1.65612063487625,0.361779434303755,0.547519640323804,1
"LY86",-1.85951586773551,4.19144647466873,9.05080233700616,0.00262579563551008,0.0482226175933672
"PRSS16",0.220646280374558,1.1243779914123,0.0528263919135171,0.818216158097211,1
"MEP1A",-0.0274191812263703,1.10095814091764,0.0185483431682008,0.891669260452492,1
"TBX18",-0.658446365068456,1.13175823712143,0.558897680400559,0.454704725113068,1
"ERBIN",0.252915219701343,7.776666730815,0.620889209800799,0.430717041904853,1
"PCDHB2",1.18601697356491,1.88459688669884,3.54365255237443,0.0597736976619185,0.361287417416935
"HARS2",-0.139971523397735,5.3478784849733,0.245830696019164,0.620026234605631,1
"NUDT12",-0.99659405050368,2.93650681214715,3.1016211003514,0.0782143739718451,0.429810275633779
"CEP72",-0.786105726155861,2.69908205854683,2.19267441838811,0.138668357120601,0.608731803057155
"MAN2A1",0.391598598605943,6.88596286504802,1.23262712840396,0.266896731883366,0.897926708616744
"SEMA5A",-1.15265769604322,2.7912302062603,1.89577658527794,0.168551816325752,0.685047650898231
"C7",0.972353864533717,1.86034527392785,2.4235633858539,0.119522771650025,0.555880175934321
"TENT4A",0.820895514380975,5.37496568081044,4.60992088028742,0.0317874998446842,0.243002500866059
"GHR",0.420901291820884,2.72037628169079,0.769675834365387,0.380317354237212,1
"HMGCS1",-0.142570520592423,5.50792179739184,0.128002840211934,0.720511816439892,1
"DAP",-0.271399387590848,5.20253170658359,0.965260303172925,0.325865097049466,1
"NME5",1.05729570810659,1.18031903406342,0.861342270646967,0.353363339144315,1
"BRD8",-0.640793002325479,5.55632990167484,5.31052155446745,0.0211970096954395,0.189491980048542
"KIF20A",-4.09500581791306,2.54377421381409,15.5461662603902,8.05147542573578e-05,0.00465664788185017
"NNT",-0.707969794192587,7.0014502339292,5.48702896631104,0.0191580723236542,0.177495138333374
"MRPS30",-0.815652155818687,5.87207302025698,8.22780603706906,0.00412533705592465,0.0652350218292623
"HSPA9",-0.0500650154652528,7.870306601341,0.0306603888564805,0.861000208230121,1
"MRPS27",-0.225685555712177,6.2544130761007,0.58048164860872,0.446123591968265,1
"PFDN1",-0.195153415263387,4.93295625412583,0.404617885911425,0.52471397305401,1
"HBEGF",2.83011253722497,3.83908791329567,27.8058799489283,1.3411788005275e-07,4.54284083314675e-05
"SLC4A9",0.10619044572589,1.12107729181101,0.0132925590152106,0.908212600686711,1
"LOX",3.37783862633374,2.48659858542948,20.3195848078076,6.55264236095335e-06,0.000781517964965535
"GZMK",-2.72987485641013,2.29317147318886,7.87804589764385,0.00500385199320607,0.0741361534943089
"CDH9",-1.08734823008186,3.51206365489054,0.938569821692123,0.332645918514903,1
"APBB3",0.0091213699091988,4.60121162723967,0.000869058897182029,0.976481925292902,1
"TMCO6",0.509503551568329,3.98874887278542,2.13445008614107,0.144022101777647,0.623108523618912
"SPARC",1.2520540841657,7.07099030874843,3.14666751825878,0.0760821965253577,0.421636387050123
"IK",-0.116886234387911,6.79563979129021,0.187327130178502,0.665150597004989,1
"HMGCR",0.221945870036859,5.74559768200771,0.462467997095654,0.496472804670458,1
"CERT1",-0.13892583038163,5.93380531183969,0.24311949785988,0.621962072089675,1
"FAF2",0.372252063560997,5.91319169100347,1.86756866670571,0.171753803073173,0.692989257616975
"HAND1",0,1.09982271930342,0,1,1
"PCDHB3",0.626672569602585,1.15087396708741,0.320284667238906,0.571436620586764,1
"PCDHB5",-0.948816559650391,1.54489719947375,0.733041894317482,0.391898965650086,1
"PCDHB6",-0.0584117372626267,1.10671921936648,0.00982043017973505,0.921060393639034,1
"PCDHB7",-0.171390338909138,1.11118373739054,0.058886658814109,0.808264353830871,1
"PDE8B",0.237940071042451,1.69505184544231,0.0955596730305999,0.757224711061631,1
"CLK4",0.41479220764575,5.86855161463381,1.50879139249654,0.219323601811794,0.801135451371626
"PCDHB15",-0.674019793181642,1.6724136294762,0.699423471132437,0.402977484123395,1
"HAVCR1",0.653159168193724,1.63925173564841,0.771943073507368,0.379616617421991,1
"GRM6",1.19440120927526,2.60538254753974,6.50154017153669,0.0107781087039669,0.122467661194487
"ITK",0.979926768278426,5.52532738906936,1.65626705723057,0.198108092927175,0.754302195395654
"RNF130",-0.054292507833122,8.08926855281138,0.0182881116830611,0.892427225651631,1
"THG1L",-0.358908561010581,4.51336179616828,0.817048581373077,0.36604450683232,1
"ARSB",-0.685735890332216,5.03124388126084,4.90700587160751,0.0267479685521705,0.219266019070455
"CLINT1",-0.274619299756819,7.74758345332339,0.572803459053851,0.449147042098523,1
"THBS4",-2.27016837399297,1.69812123856961,3.74496636500864,0.052966793344957,0.334552035634197
"CNOT6",-0.647409186300102,5.48356865963643,4.67325637996522,0.0306357868371257,0.237622022383128
"IL12B",-0.075993772983898,1.11449342711595,0.00902854238103123,0.92430001951561,1
"BTNL8",-0.713513622192024,1.18772030797995,0.358036305066039,0.549598849097768,1
"TTC1",-1.43851400230313,4.8869507658957,17.8476731242694,2.39311719971073e-05,0.0019808670806518
"MSH3",-0.0561657104345453,5.1305807885751,0.0395735856339776,0.842316635328063,1
"RASGRF2",1.3017199055274,3.357349435133,2.13886244616368,0.143608345218238,0.621649806342219
"GABRG2",-0.164389598837905,1.1065327981422,0.117151499304041,0.732144691190482,1
"CCNG1",0.0870280014607793,7.57250555765302,0.0624251308482968,0.802703183557649,1
"POLR3G",-0.459912549527583,2.5745425548585,0.85718547371813,0.354527517168157,1
"DROSHA",-0.309242824035116,5.18593022847441,0.885763711019671,0.346627889787021,1
"CDH6",0.810405194303013,1.97571339160072,1.96241619708813,0.161255146116383,0.667240936874434
"LMNB1",-1.66279423694787,5.8890066172665,18.2038483424808,1.98477388249961e-05,0.0017507359621882
"ARRDC3",0.542506664213134,7.61327308850986,2.96185430853773,0.0852501222708317,0.45368570664474
"GOLPH3",-0.243427883998043,6.68584256806819,0.739128828753882,0.389940088298671,1
"SUB1",-0.152813988398488,7.58553545230188,0.288831972346469,0.590970003840378,1
"NPR3",-0.274393294756677,8.41361022730612,0.22015792268644,0.638919615555255,1
"FAM172A",0.0959125668554375,5.4923683644994,0.0796174474826863,0.777816504816821,1
"SLC27A6",-2.24716478626747,2.21015310737824,4.97801614584329,0.025671405061275,0.213804237087658
"TARS1",-0.610863994395677,6.99652421901779,3.86524115807547,0.0492961089252263,0.31892015133993
"IRX4",0,1.09982271930342,0,1,1
"LNPEP",-0.119588115025841,7.94704231177842,0.153175120527828,0.695519379524694,1
"PDE4D",0.109138748501374,6.59215273585444,0.110524765515128,0.739547486929769,1
"RAD1",-0.337081841584855,4.69739753013622,1.20478074972322,0.272368249931548,0.90937973008195
"BRIX1",-1.05545494494956,5.07590358078917,11.1513435769836,0.00083970833850056,0.022846806716103
"AGXT2",0,1.09982271930342,0,1,1
"PRLR",-0.522733749311383,2.31902232036871,0.456566054864656,0.499233220087459,1
"SLC12A7",-1.78036584339709,4.91021593182021,21.4180984454849,3.69269008482848e-06,0.000512618026857828
"IL4",-0.694270188872222,1.20485502188007,0.334152565370296,0.563224077587714,1
"RAD50",-0.522881182023727,5.80341767010173,3.10246731012515,0.078173733028731,0.429810275633779
"IL5",-0.0733800255023134,1.11161833511021,0.00967371285465279,0.921650378591912,1
"ST8SIA4",0.582425797919837,5.94057648071999,4.16338549626795,0.0413067626623651,0.286416103357141
"GNPDA1",-2.97104556234413,3.6665110740124,16.1506881173385,5.84973137129826e-05,0.0038031113437354
"PCDH12",-0.393509423191982,1.48181177869301,0.193187494079536,0.660276829726098,1
"SKP1",0.0937765879199223,7.84039339006424,0.100403591847753,0.751345844599255,1
"NUP155",-0.126221500112017,6.17098920181945,0.212385165542929,0.644904324554634,1
"PPP2CA",0.19236124832593,7.30032929824316,0.414494465246158,0.519697062260818,1
"FGF1",0.064459072041566,1.10387909403544,0.0183063357918077,0.892373966948533,1
"NR3C1",-0.27585981778705,7.57045819712075,0.628883158010446,0.427765274997727,1
"C5orf15",-0.620754446956198,5.00923841264326,3.82385950207834,0.0505277240371783,0.323346886186908
"PPWD1",0.368788353588889,5.82169689619914,1.22867415682954,0.267665038016029,0.89913705476816
"LIFR",-0.538308481207086,1.67108993677633,0.426834732708146,0.513546197996634,1
"TRIM23",0.932751099769899,4.75289765518309,8.10097900349262,0.00442413562768755,0.0682071413145032
"TRAPPC13",-0.109429474991778,4.39799351618604,0.110708630997143,0.739338807397618,1
"C9",-0.188099156772413,1.11203045105227,0.0714213866072416,0.789278374963994,1
"SEC24A",0.372686994593737,4.88035661332397,1.52408982798424,0.217001627963912,0.796951007523977
"TXNDC15",-0.230101673798346,4.94471819506365,0.499137703589143,0.479879252952309,1
"TTC33",0.0180611650090306,3.67002156748304,0.00177722108401923,0.966373461341427,1
"RARS1",0.0376420717247373,5.99887927899065,0.0171449297244113,0.895823840622505,1
"WWC1",1.09882178109341,2.09381758708737,3.93864895774158,0.0471886613957262,0.310830171419964
"MACROH2A1",0.0143804155131686,9.41581431949773,0.00152699425155234,0.968829178635424,1
"TCERG1",-0.0857654950924585,7.06706605195432,0.0569182307337464,0.811434827279583,1
"DPYSL3",1.03766836554233,5.3500950848726,2.18377871220403,0.13947165736889,0.610822175885233
"SMAD5",-0.19025939445969,6.23324530222924,0.329174588743621,0.56614552480105,1
"CSNK1A1",-0.139409446864,7.97689138201419,0.215928892412523,0.642159561645139,1
"HMGXB3",-0.462257094524925,6.07351644018138,2.86071155616105,0.0907673387492924,0.471038960949293
"ERGIC1",0.130882459567319,7.59739641116832,0.151005960035414,0.697575874587041,1
"PDGFRB",-1.14524023911746,2.07910201610904,2.37607285597961,0.123206928014363,0.566404053434107
"CDX1",-0.0195382831487444,1.1005800703267,0.0132508869719422,0.908355954557423,1
"ATP6V0E1",-1.5006973848528,5.68081842505262,18.094144926589,2.10246950209539e-05,0.00182881039390867
"BNIP1",-0.46033485216868,3.44207337781108,1.41589440593461,0.23408034750145,0.831931424624984
"STC2",-0.0783145209909112,1.10306832370795,0.0539795143134357,0.816277893367334,1
"CPEB4",-0.713922206140884,6.3182758450466,1.58194620779492,0.208480580572835,0.778315245802166
"HRH2",-2.12291867983443,3.25171456028656,12.6064563524025,0.000384416606382851,0.0133274915981576
"DBN1",-0.0413826494496177,5.34541140492285,0.0110135181999951,0.91641920485637,1
"ZNF346",0.0996518552157064,4.31544657313765,0.104462868667297,0.746538358318991,1
"UNC5A",0.104692193065892,1.10248920887948,0.0896760507061193,0.764589394657139,1
"EHHADH",-1.40164401349423,3.1782780173059,6.10929596013954,0.0134472684496502,0.141631180636365
"CNTN3",0,1.09982271930342,0,1,1
"SMC4",-0.447600950258388,7.66039185902014,1.14808307354672,0.283950789228317,0.929183763186314
"SELENOK",0.427415663915327,4.84816098001476,2.12600331688072,0.144817923470025,0.624713147767584
"ACTR8",-0.940910876501234,5.15042182313772,9.69685725215717,0.0018458342647024,0.0385591446331187
"TBCCD1",-0.362613029284975,4.83737190016965,1.60561141080739,0.20510980133472,0.770743198447929
"TIMMDC1",-1.38115895561622,4.81726216972691,12.90600495404,0.000327529630463292,0.0120189887650072
"CRBN",-0.190350564943886,6.87744055683208,0.408679785925338,0.52264035554623,1
"KNG1",1.45011301173454,1.41270306645369,2.48127934681651,0.115208506879306,0.544818588070472
"HRG",1.09916927888052,2.52035543762162,5.28404456256214,0.0215216978356928,0.190983219567877
"BCL6",1.22400621986069,4.83487155085845,7.79562060362577,0.00523730185928923,0.0761364328660279
"HGD",2.0996402184157,2.32892727299199,10.7487238768484,0.00104351250244873,0.026595828053381
"CLDN16",0.938136452837497,1.89796987021439,2.37677576023218,0.123151489668053,0.566404053434107
"ARL6",-0.424397026574734,2.44872524135708,0.690456565761973,0.406009129188933,1
"NPHP3",0.367232909321423,5.71340934896563,1.65013887070244,0.198940031102889,0.756114983563406
"CD86",0.9767475718919,4.12073454991498,2.17624429315232,0.140156116648735,0.61287993585411
"AMOTL2",1.68100348173629,1.43574022395451,3.41748645324915,0.0645091639039245,0.380406406642362
"NIT2",-0.765214739724573,5.80835308220513,6.36781356463934,0.0116208690527324,0.129092989027841
"FAM162A",-0.298470406325786,4.11398709396813,0.636437119206424,0.425003920368684,1
"OGG1",-0.38900120353156,4.09025553962992,0.913110557422767,0.339290441189439,1
"KPNA1",-0.00722367478970548,5.88940591694223,0.000592268839269217,0.980584139844204,1
"PCCB",-0.401583189213322,5.42083645321243,1.73818571695273,0.18736887267094,0.728484671155885
"UBE3A",0.366930074920301,7.32580980130333,1.44011040819537,0.23012147483575,0.824484302479008
"ARMC8",0.304149953334273,6.79954233488719,0.64850040508302,0.420649334578219,1
"CEP70",0.436561076043761,5.74909692534019,1.80138748008092,0.179544845772023,0.71015792355686
"RBP2",0,1.09982271930342,0,1,1
"RBP1",0.806270398579498,1.73489879557544,1.38340129933353,0.239522630946633,0.842926011761926
"SLC25A36",-0.0311249132428028,7.34169306996793,0.00504779723229021,0.943359671529986,1
"GRK7",1.08214206512768,1.51404330549999,1.71346746752039,0.190536101679693,0.73521899379111
"RNF7",0.401614177084434,6.08167085735174,2.02127690054642,0.155108660681553,0.650872219351532
"TFDP2",-0.142572653376358,7.87995761584918,0.17526122609207,0.675477700795602,1
"XRN1",0.846447130366038,7.73009774155209,4.7708946275829,0.0289447810003504,0.229230213243832
"KAT2B",-1.1383233288509,5.76454509104376,5.79817158224521,0.0160428489501119,0.158242102399007
"BCHE",-0.125733629166859,1.10489840913574,0.0884005457870942,0.766220463588116,1
"SERPINI2",-1.27710059248325,2.78852181416075,3.27242017529196,0.0704536152147107,0.402768751823237
"PDCD10",-0.264146434535831,5.57091061242658,0.564113307110009,0.452607659952155,1
"LRRC31",-0.0261539914582008,1.10087893348939,0.0177202416156132,0.894100536088113,1
"WNT5A",1.58652446528242,1.20244635207918,1.97939839719476,0.159453798722458,0.662746929832279
"PFKFB4",-0.933531837913746,3.54620988486711,2.91840229979141,0.0875745355583805,0.461828533151715
"COL7A1",0.412380375195394,2.18596755662769,0.433597745223228,0.510228849400835,1
"FGF12",0.31396934556333,1.12903880483852,0.0960267802594938,0.756650781806664,1
"PRKAR2A",-0.291455608696673,5.92223113740996,1.04909120876995,0.305716482496586,0.97013572185913
"HES1",0.00637601690124519,1.8488331804457,4.57941153015895e-05,0.994600648719969,1
"USP4",0.036018169196174,6.23512367981519,0.0160950381488441,0.899046281934718,1
"ACAP2",-0.0188899299542317,7.45947205557196,0.00417984515172964,0.948451302650637,1
"ECT2",0.719319958586066,4.7838956436741,3.42951099959855,0.0640410607340897,0.378767034954616
"GNAT1",0.35749250062353,1.10950491435528,0.335310132584786,0.562548893333755,1
"GNAI2",-0.555808487485259,8.18350607862921,2.83123284316653,0.0924473662737177,0.476907887667281
"TFG",0.313555150665191,5.9589241849953,0.945035112732763,0.330986294705607,1
"USP9Y",0.311110287298049,5.26670953125929,0.121094660329263,0.727850261494855,1
"HYAL1",0.238859250545523,1.59742109570531,0.0946773591890766,0.758313007347363,1
"TUSC2",-0.25418948698561,3.72897598362356,0.489373730312007,0.48420680206335,1
"NPRL2",-0.657070539039827,4.64762836262474,4.40391147541137,0.0358566010882588,0.263114123063583
"RPL24",0.327806497471615,9.1654552171086,1.0384435051353,0.308183747913798,0.97458686484326
"CYB561D2",-1.93500174900753,3.85750219342237,20.9342054275288,4.75330746260564e-06,0.000621637182908796
"C3orf14",-0.573680978500606,1.70433878376728,0.295533056411202,0.586696440681062,1
"FXR1",0.16521894099389,7.62504768136684,0.2612868838644,0.609237423729849,1
"CBLB",0.629042074493835,5.63578735446103,1.90328777971119,0.16771077312212,0.6828181292852
"BBX",0.765135925561118,6.88377331089587,4.97202885007287,0.0257604134812768,0.214204674324123
"IFT57",0.332576106524666,5.50798324125621,1.23359342621251,0.26670933877001,0.897652893761704
"GNB4",-0.0112971022616318,6.77840346476236,0.00145128337385891,0.969611369100826,1
"HHLA2",-1.4317685456448,1.48762535980082,1.93709900421706,0.163983866177572,0.674389951295921
"IQCG",-0.451433411777145,3.40867110056602,1.1455764722729,0.284477067044717,0.930213794926946
"GBE1",-1.0489757687821,5.40098893316439,8.97910213304343,0.00273084804348837,0.0496507165480612
"MORC1",0.695345888833942,1.90917106953519,0.928248679200074,0.335318418551993,1
"UMPS",-0.993012962236323,4.87589110220728,7.83448219064593,0.0051258835032826,0.0752371652714219
"NCBP2",-0.853427708542172,6.01423905352819,9.44184106166292,0.00212090483699868,0.0421592069476639
"SNX4",-0.534118981363889,5.02851601234706,2.93659086160892,0.0865933176509159,0.458366753472702
"C3orf52",0.0492321645270273,1.31409504314695,0.00220022545538257,0.962587699010533,1
"FRMD4B",0.651971071816145,5.61923151193658,3.80650306694111,0.0510539342520357,0.325698902351495
"SLC41A3",-0.127209512244828,5.10329953223913,0.182698106556351,0.669064710818262,1
"ROPN1B",0.182096046097518,1.11880730065312,0.042319112947887,0.837012683172309,1
"PLXNA1",-0.286104660850179,3.3955630389113,0.166168485150358,0.683539690423379,1
"ATP6V1A",-0.803010502874374,6.84526406784428,5.50184150716807,0.0189964586516123,0.176679969042679
"ABTB1",-0.388521786434427,5.38639073062548,1.2279334017436,0.267809318984391,0.899210671355998
"PODXL2",-0.706763117078131,3.19981184364747,0.742124173619235,0.388981278101349,1
"UPK1B",1.23327474933243,2.61197901440502,5.97367903241037,0.0145209543946242,0.148641211016836
"CSPG5",-0.315505743334165,1.26682728403114,0.0764360138414859,0.782186608353425,1
"KLHL18",-0.680941458157358,4.8023693076251,4.58220139546987,0.0323056860037197,0.245840754181712
"SCAP",-0.496058373767207,6.34332050474488,2.8591065006461,0.0908579542894913,0.471220429902565
"EFCC1",-0.577031052225228,2.81710882633432,0.792056821513736,0.373478911614715,1
"CFAP92",0.659896363452178,3.72839874241706,2.89041512384274,0.0891079628340565,0.465651143417773
"NEK11",-0.199316685373098,2.87825175391196,0.189833720505581,0.663055046518748,1
"MRPL3",-0.456704454813138,6.10888049759465,2.91352736428078,0.0878395651094798,0.462654886572357
"PLSCR4",2.30334338746121,2.73015543949909,14.1157890284339,0.000171894859165322,0.00775289303548308
"HEMK1",-0.889907528285539,6.11382697376685,7.96482632744425,0.00476950671739816,0.0715468253019089
"CISH",-1.06869366100469,4.26487273338618,4.11460964560066,0.0425143353386939,0.291980041888127
"MAPKAPK3",-1.01977347740064,7.53849678089259,7.07574465861893,0.00781343432629819,0.0985685837990213
"ACVR2B",-0.46405940018433,3.95688878654231,0.591676472519653,0.441771568460144,1
"WDR48",0.42692130905929,7.10918230119724,1.38810547831685,0.238725299662497,0.840988387953
"COMMD2",0.256271251248081,5.58548321460713,0.846278414512913,0.357607292629719,1
"GORASP1",-0.841559747370722,5.40122836351263,7.88205644698119,0.0049927674414787,0.0740757857108044
"PEX5L",0.800487204076064,1.94041624894016,1.80467307467759,0.179148568075744,0.709011030418187
"RRP9",-1.97121307709729,3.91027049923601,16.364112248742,5.22655328434662e-05,0.00351955890352661
"ABCC5",-0.369295414324376,5.94687824728599,0.723006165534343,0.395159599264573,1
"AADAC",-0.265600388689777,1.11131961274766,0.195656813009758,0.658249620176578,1
"ABHD14B",0.120128811037706,5.78212032275237,0.139755648575145,0.70852405157026,1
"EIF1B",0.366210162627542,5.16223571816161,1.21183177852896,0.270969646050265,0.906619052670452
"ABHD14A-ACY1",-0.904816136395962,1.69848694314462,1.37645760401186,0.240705468992416,0.845589674933741
"ARHGEF26",1.09490595816286,1.62268070793014,2.10056035846465,0.147245166767896,0.63068895912521
"KLHL24",0.855912858316518,7.75972236994826,5.72081043474807,0.0167649903756916,0.162508949882596
"PLCH1",-1.48340802727922,2.52308619849233,2.56649998724672,0.109148984901384,0.527327687431133
"VIPR1",0.623609046432227,2.6216679011169,0.987432565979084,0.320370688414558,0.996839606648714
"DNAH1",0.257425300692052,6.22285709592363,0.640455873686172,0.423545766915604,1
"SSR3",-0.580736974170219,6.74358749179124,3.60726063295836,0.0575278054726225,0.352238218902507
"ZBTB47",-1.34911548274968,2.82706910998764,5.34630788703395,0.0207661992003271,0.18707252641316
"TNNC1",-0.0701987238123183,1.18249852770341,0.0033885059511034,0.953580658532631,1
"NKTR",0.54984818746415,9.08493573884698,1.3566662519007,0.244116085835769,0.851214747727934
"CLCN2",0.461328998291875,3.80249476854351,1.36188928523472,0.243210320189785,0.849316247112546
"FOXP1",0.273170879751677,7.45043960700842,0.747764983975457,0.387184773923745,1
"EIF4G1",-0.762462191154172,7.81532876204136,6.81951734240475,0.00901669335269208,0.108959485280908
"SPCS1",-0.711907114803288,5.51921491076529,5.25979049271159,0.0218236457251835,0.192954979901701
"NEK4",-0.599522229487626,5.38752688701934,4.55357839333632,0.0328500239490777,0.248314218077028
"SLC4A3",-0.549900745989905,1.54338156125133,0.348055961902189,0.555215671169842,1
"ADAM23",0.917368061841803,1.61435331243925,1.02167081149004,0.312123015572953,0.981340345745489
"DGUOK",-0.515895211326564,4.51472822825079,2.68118169268811,0.10154035519701,0.503495082891689
"MOB1A",-0.410250588617309,8.29743618143194,1.4767260447898,0.224287466336561,0.811703247375835
"KANSL3",0.558721319237119,6.88807829108373,4.32058963385576,0.0376538726740314,0.270845609516838
"LMAN2L",-1.68971836043036,3.86358575769233,13.3732786283621,0.000255234778719257,0.0102798007428997
"RTKN",-0.687788283945777,2.98287378903274,1.56413123259481,0.211061352140619,0.78483588974718
"TTL",-0.520524456203311,5.79450691195765,3.23040543213794,0.0722827915224852,0.408946503165128
"IL1A",1.08905933616194,1.15330085287098,1.02694396267893,0.310877525286329,0.978901509389097
"CCL20",0.748124503474018,1.14034342514917,0.50310518056003,0.478138901118931,1
"PIKFYVE",-0.189901404312397,7.72921609788898,0.344233109732659,0.557395922711923,1
"KCNIP3",0.719455057822823,1.67219219872222,0.863117187474799,0.352867836616515,1
"FAHD2A",0.183307806874915,4.75285330558449,0.329493002517582,0.56595777916411,1
"NCL",-0.877810977704076,8.67469472984757,7.44313273247171,0.00636789508845745,0.08624926642729
"ACTR1B",0.127163693432032,6.3978272361453,0.194184400492258,0.659456558569005,1
"SLC35F5",0.190928845688713,6.14481949050523,0.255227175692681,0.613418276008013,1
"ZAP70",0.561857178406516,5.89379250927415,0.735384164205733,0.391143518904815,1
"ACTR3",-0.85117038571476,8.06808956170389,8.80847194982229,0.00299835036645651,0.0527550056675748
"STEAP3",-3.44324106841408,4.36808630654879,44.041762301417,3.21443833954565e-11,5.18473597319477e-08
"EPB41L5",-0.200942325828055,3.27590554607185,0.17643631714221,0.674453871569589,1
"TFCP2L1",-0.198373110924188,1.60235140127369,0.0628763808532735,0.802006139187771,1
"SF3B6",-0.329748998330802,5.57678217664444,1.16950642198951,0.279502680702632,0.921574032554395
"TP53I3",-1.44969564374161,4.22686853901609,8.74168987741894,0.00311016157551519,0.0538670807446221
"DNAJC27",-0.128143677472304,3.7713822303619,0.129327466963837,0.719130365701542,1
"POMC",-0.503578133314606,2.20024222841491,0.304151288362579,0.581291564163391,1
"STAM2",-0.924575798023594,5.26850343762282,8.91006360721599,0.00283603387133728,0.0508534353043602
"OTOF",0.480514463640326,1.35376506143387,0.239013058458879,0.62491984633465,1
"GPD2",-1.08284052304812,5.61768295364559,9.45916519330762,0.00210096667653451,0.041935146297924
"CENPA",-1.33515300100501,1.62406872634249,2.31745553196356,0.127929137148945,0.579388884469295
"CYTIP",0.9819677677172,6.97549040585146,6.27208516570506,0.0122654718458142,0.133630126201807
"ACVR1",-0.0257088366949864,3.74325107725131,0.00365713167841442,0.951777945128067,1
"TANC1",0.566420652409078,3.79035005715629,1.24379972600892,0.264740008629162,0.89440191225683
"SLC30A3",0.680046703444505,1.56534369029627,0.737294750049747,0.390528846585075,1
"MPV17",-0.859066062058176,4.98511360567997,8.54630834892543,0.0034622366028331,0.0577698907444152
"GTF3C2",-0.2409413533942,5.81344197642686,0.825259801563305,0.363646797989487,1
"EIF2B4",-0.73447639290205,4.67868389248478,5.78645408127826,0.0161501330100782,0.158745590631854
"NRBP1",-0.0515940220349685,6.57797177826399,0.0289928661231453,0.864795509648456,1
"ITGB6",0.0383391884798227,1.33039617518956,0.00143918961183997,0.969738189509016,1
"FNDC4",0.210179930718246,1.12986577743355,0.0427483695982754,0.836199804660202,1
"ITGA4",-0.399875042354134,9.14498563590455,1.04866505658119,0.305814736733167,0.970137653329953
